Id,SalePrice
1461,124802.67570209212
1462,154222.93463530813
1463,174180.20501944193
1464,186182.84602266163
1465,190548.8259635594
1466,167121.40430495347
1467,171433.71611605937
1468,164573.21205954833
1469,179542.40273842888
1470,132092.14308925273
1471,200658.12267271438
1472,104492.76888624024
1473,100049.42822358214
1474,154480.2527524829
1475,120358.01442273559
1476,292959.0410627805
1477,233630.81888926934
1478,284711.20421066607
1479,271301.2795811289
1480,398240.10835417063
1481,269699.9069645808
1482,205377.41653759748
1483,173829.4029229265
1484,171785.81956865042
1485,172354.6588943171
1486,189142.39318338377
1487,310971.94452478446
1488,239308.55451819877
1489,193997.4838341328
1490,200872.20595496328
1491,189485.30907130413
1492,91906.38698530348
1493,159818.5932730564
1494,247578.6377340984
1495,277047.0663293028
1496,211843.59537908
1497,185063.93910169453
1498,161966.93631188208
1499,160555.74343786977
1500,153931.45809595057
1501,167694.2613434154
1502,154689.43054039264
1503,278741.11386756273
1504,230920.3593651083
1505,204578.87884405538
1506,180591.55248291156
1507,235159.16141346146
1508,192446.0212627472
1509,161494.52488634217
1510,147483.15347024088
1511,147648.4239784229
1512,168209.9373314079
1513,136384.65770908495
1514,133585.72140726406
1515,182569.7087077277
1516,152635.02961963863
1517,159045.01218312894
1518,129302.61387377889
1519,211000.42515303643
1520,134705.39832903372
1521,135737.89158846633
1522,165517.51605001508
1523,110160.97382893524
1524,131710.85733118755
1525,128767.37703408368
1526,120024.06392492712
1527,100961.8420639935
1528,124447.21156872486
1529,145365.10695475357
1530,164101.89976926375
1531,113423.38478315488
1532,99247.81323011032
1533,156342.9277082739
1534,119839.44749962442
1535,146311.6885538178
1536,101388.50537094266
1537,70572.15216884899
1538,166055.81030446908
1539,208108.61092135764
1540,101013.97158692002
1541,150845.00975863822
1542,141939.84143364732
1543,248414.90307953322
1544,92884.58670700753
1545,117873.75650315783
1546,137119.03982346162
1547,128379.11517570622
1548,140352.7962594873
1549,114352.97110094428
1550,141030.59534313364
1551,110555.52905348277
1552,141442.89784079423
1553,154052.97655220566
1554,107403.37587096226
1555,155692.92011231073
1556,86495.103487221
1557,105206.75799251112
1558,97495.19660462611
1559,71148.77194995823
1560,131666.80378478637
1561,129683.99788464214
1562,129363.67410401652
1563,125214.3639666271
1564,154630.2519118901
1565,138749.1556515303
1566,224780.2537514366
1567,75193.32752136322
1568,223688.31246842653
1569,144858.91947324996
1570,143811.10219888316
1571,136833.58371907545
1572,153436.60386126678
1573,227960.6720540944
1574,108003.7737502193
1575,188156.07182286965
1576,219830.3993925531
1577,185973.60086846456
1578,141929.07750271904
1579,147267.1980693249
1580,182302.80767074644
1581,143910.37158279208
1582,132596.68198102154
1583,290919.0300189359
1584,229324.21350174127
1585,143598.00388171824
1586,73618.17351910712
1587,102291.65152013839
1588,151894.72532510693
1589,95205.64310326464
1590,136704.56771606635
1591,103124.48171749873
1592,105959.68739456979
1593,124355.88260470936
1594,115391.49024587774
1595,107352.6571189343
1596,226590.78444535343
1597,158055.78350144555
1598,191774.2393564148
1599,185632.1968163419
1600,191625.86926858992
1601,68047.5498135003
1602,112481.23576911842
1603,79604.64303320053
1604,250497.83630476016
1605,241177.4385976919
1606,176047.5103745987
1607,109374.54638164939
1608,197999.94666078588
1609,198635.4400092022
1610,146436.74062915132
1611,143707.51453878236
1612,167770.16231335455
1613,162666.34949549046
1614,126512.06282570613
1615,85162.23226834825
1616,73952.60843974593
1617,92408.45639671669
1618,129193.86929915064
1619,142198.17588741955
1620,140910.52266877898
1621,139506.7416994341
1622,143644.7675435544
1623,263106.00550062844
1624,205434.20399124717
1625,121150.97880091576
1626,164220.87081490672
1627,187200.23096742
1628,247092.0498345417
1629,178751.19670496663
1630,340312.83268057025
1631,205160.1135469541
1632,229669.7936364321
1633,172285.97515808287
1634,183157.30749135523
1635,174602.57501450359
1636,163309.6294531739
1637,174862.26568518791
1638,188623.28213267247
1639,169192.45358154262
1640,246049.3515621513
1641,173040.63017868585
1642,224458.7118527217
1643,229201.0947025139
1644,226140.388675992
1645,182763.13088828276
1646,157117.95811541425
1647,164501.10975699397
1648,133015.15784733242
1649,138961.79871774107
1650,117019.07914116218
1651,123225.22809790897
1652,107332.47818243488
1653,102522.98671351223
1654,142795.00471851023
1655,141050.70914610932
1656,148348.95565071754
1657,145662.76159461524
1658,147583.3524237533
1659,135161.54099825223
1660,153112.5101009357
1661,392708.9260667656
1662,379346.9815409919
1663,352551.44019739085
1664,433212.29799107916
1665,287441.0178918102
1666,305957.27802901843
1667,323121.2546361696
1668,337421.713151825
1669,296002.6035317542
1670,328798.6778005796
1671,236218.55702385295
1672,390438.0013264075
1673,256159.43986368336
1674,238958.7029554036
1675,181128.65510320343
1676,179032.4652035824
1677,197494.28606135043
1678,373040.1988033469
1679,331260.6061716671
1680,291937.5269508206
1681,234612.63382187329
1682,295880.5923660457
1683,183370.4511690274
1684,171163.69036871413
1685,171790.86662775656
1686,177071.71502749575
1687,168921.4635146023
1688,187008.9271221255
1689,187488.55470697768
1690,177535.00729013456
1691,170676.02026687388
1692,242487.05357540864
1693,170711.52861025743
1694,176138.50308253814
1695,161911.68248957902
1696,256835.0106433219
1697,167830.2716812405
1698,317308.0449801761
1699,251606.56908318517
1700,227444.40697214272
1701,242566.94681816947
1702,249426.58715197793
1703,239431.49712859944
1704,268623.1081740058
1705,213584.28858830497
1706,386334.6593531992
1707,190149.23906360654
1708,198226.14397237988
1709,252792.9577758641
1710,210433.38621799203
1711,254667.13418313322
1712,153884.12710069455
1713,244290.62730048952
1714,210186.77490434883
1715,200097.35557586042
1716,188404.776623713
1717,178868.1769148841
1718,134466.07719151396
1719,199802.3501855327
1720,229106.24755330148
1721,171457.49120831466
1722,127867.13437613634
1723,152104.50871539512
1724,203198.49904487364
1725,231421.8188650174
1726,186648.644424616
1727,164395.73665564958
1728,184130.56948830388
1729,165300.96130032022
1730,158555.74985876426
1731,121108.5682033539
1732,133401.5671928914
1733,124149.41417176912
1734,119770.94965004496
1735,136599.56554483002
1736,120130.757200808
1737,291140.4393621482
1738,210066.43437300547
1739,252579.1377053262
1740,205334.21798221595
1741,182179.59043454533
1742,164421.6629897532
1743,162914.1738255546
1744,251642.593616488
1745,199463.1609250246
1746,192053.96256822077
1747,226972.4921405513
1748,206199.91587835673
1749,154259.66217400404
1750,131756.45937196846
1751,227709.9360228418
1752,130105.93511247121
1753,141969.67580588924
1754,184139.0310721818
1755,167552.53004977913
1756,130169.01020772652
1757,127918.2232741588
1758,146111.6351020873
1759,154701.06762223056
1760,156135.3817502031
1761,135750.67887219248
1762,170897.81350017508
1763,174498.94467017532
1764,114464.30366843987
1765,170106.15615989076
1766,169806.6700294463
1767,205773.32963283538
1768,145966.96363911167
1769,180304.1708882839
1770,141967.1540965377
1771,125968.83753340288
1772,144095.13479020505
1773,127207.0896670801
1774,97648.34871122934
1775,136349.41466889653
1776,116272.5381816794
1777,124401.12137197224
1778,137383.35089215447
1779,116791.0363595358
1780,157893.20553823843
1781,134140.44431554314
1782,100280.75894731107
1783,132028.035958317
1784,99902.67603907407
1785,124485.80037051656
1786,132917.07916116316
1787,162471.61489179297
1788,72489.59157184447
1789,106309.87758748663
1790,82324.48527912797
1791,164633.62458932633
1792,152612.15158865997
1793,130038.886131813
1794,142705.37067276
1795,135403.7485330713
1796,125854.80001903095
1797,114583.12995545968
1798,124868.32735349152
1799,124837.12908664701
1800,125151.69917617615
1801,113432.70844134623
1802,116847.30843164786
1803,147217.39501287116
1804,140799.46195611858
1805,139779.48756017376
1806,117454.33214359227
1807,141589.0730852159
1808,123631.99648028931
1809,121806.46414701581
1810,141369.994425101
1811,104257.08137789895
1812,102826.0279550203
1813,124342.88066643181
1814,96979.86224853904
1815,65872.80842619775
1816,102667.89475516674
1817,113173.06286229231
1818,142337.16448801282
1819,120881.27159379417
1820,57097.492615784126
1821,121742.43556229594
1822,147114.9616161241
1823,43084.24205260281
1824,140126.36153218793
1825,128775.882563764
1826,103677.04884310238
1827,103036.9696516679
1828,146691.76083199817
1829,120170.23352652989
1830,146080.17123384838
1831,170103.57051594887
1832,93374.6141364138
1833,152705.6200669722
1834,116958.76348138148
1835,139192.3900212199
1836,129861.58945698006
1837,92935.3816875574
1838,123469.71121813582
1839,98976.46720885804
1840,127463.14751155386
1841,146095.79192458407
1842,79615.84404326034
1843,129565.68828293741
1844,138492.13644711397
1845,130408.91472678064
1846,156586.4844553003
1847,158895.17582551984
1848,67082.99435972593
1849,125892.51216496908
1850,126354.50114858027
1851,170411.30928797135
1852,134342.93762727446
1853,139571.4898674059
1854,168065.3696729897
1855,146672.6497939778
1856,209519.01748824088
1857,153906.23335527035
1858,117540.90767383383
1859,115763.78798512352
1860,135931.4811530924
1861,117441.59301417448
1862,273031.3528494766
1863,268697.8829453505
1864,268697.8829453505
1865,311204.56722365954
1866,324142.5745919923
1867,229399.39643998854
1868,288086.7271598859
1869,192566.54358852262
1870,226245.07373215677
1871,232319.08306508602
1872,165805.68457105005
1873,222316.42772040912
1874,150379.54604819344
1875,192738.26884955936
1876,187694.5160152177
1877,195132.2006005993
1878,169389.84821178796
1879,132625.78837561878
1880,145707.8055636625
1881,235252.1989091496
1882,241810.99490474313
1883,191596.9918912223
1884,206367.04362797012
1885,233969.33276386117
1886,285125.9673123834
1887,201644.1980866706
1888,252992.7487579646
1889,164861.56964998678
1890,136347.5381014264
1891,147406.29181282633
1892,114571.34391621029
1893,131601.00640726477
1894,130176.75681581812
1895,148974.7540969861
1896,133758.2854467091
1897,109757.08370908228
1898,110400.28495432064
1899,146606.7987309069
1900,149378.92494723553
1901,168395.40524512986
1902,126837.52305837134
1903,211600.41344662546
1904,134529.4126524591
1905,173133.50985474966
1906,147545.2651660646
1907,195570.6718175698
1908,115753.04018310284
1909,136932.74754385112
1910,125075.5900555982
1911,198680.14872355363
1912,266349.463783761
1913,148526.58642681257
1914,53179.603089542434
1915,297925.7084257605
1916,66387.45605031626
1917,235751.23010908448
1918,142895.72812807356
1919,166488.11774586816
1920,132725.0758808661
1921,347697.77230275975
1922,312135.2361841153
1923,213294.09288086885
1924,207167.64623143856
1925,195541.23743272922
1926,355663.59747059864
1927,138691.75218167578
1928,152820.04151948818
1929,134837.42533227798
1930,132569.18956722674
1931,143904.38894522266
1932,139287.6296252081
1933,147915.9220764654
1934,179461.7004685886
1935,177745.80861547234
1936,184773.58340770195
1937,171691.01468589154
1938,167288.80509220314
1939,228695.81127725515
1940,191047.64073942002
1941,165952.63846051178
1942,182607.9192993131
1943,201673.56007154405
1944,313378.9268903039
1945,328097.352379936
1946,139877.6560827056
1947,304873.1561268851
1948,156815.01507991407
1949,226640.39799315663
1950,180499.75833671805
1951,248738.19553199538
1952,207795.1225830796
1953,172068.93717274928
1954,183231.27192596399
1955,132201.84635172557
1956,295839.14012474363
1957,155126.9804157387
1958,292510.8598220397
1959,130682.84029239701
1960,119775.3393977657
1961,116073.61083393694
1962,103902.84821272295
1963,108426.5310143744
1964,113852.2683440788
1965,147250.61797722097
1966,143447.1164375249
1967,288902.2094268779
1968,387288.8312003402
1969,334213.33471876767
1970,391793.69245198637
1971,387485.22344150697
1972,355017.4530233063
1973,244268.91525901895
1974,301558.9943935406
1975,380799.705315491
1976,266096.9104265294
1977,355128.41379896953
1978,400856.31747116364
1979,285075.55437352427
1980,188777.36672883492
1981,359052.16200247285
1982,209743.19431756763
1983,203540.8266030766
1984,176901.80686066934
1985,211514.54421850404
1986,215971.09170129197
1987,180174.21507821532
1988,172013.53363308642
1989,190313.54835947268
1990,210494.464760958
1991,213678.6000687496
1992,204489.99961038405
1993,167580.27802903397
1994,223112.98708864968
1995,179856.95083052944
1996,243906.8619739465
1997,272531.9480842313
1998,301143.47110228875
1999,251118.48860063372
2000,303339.5927312628
2001,240307.26026781686
2002,234218.8991278451
2003,249011.44300157815
2004,244889.12478701767
2005,217910.85583009376
2006,219230.64342599973
2007,238697.14447117865
2008,198385.72802957686
2009,188936.19289188494
2010,192130.09288035778
2011,136359.30446968993
2012,178006.33443738305
2013,180774.78623966774
2014,183943.6454211675
2015,190723.52643817806
2016,193177.96850103964
2017,190796.63722469783
2018,124993.37581892927
2019,143131.33784057223
2020,113614.59989957247
2021,116216.87452250239
2022,177017.6575228856
2023,134910.41026355457
2024,226810.78154175077
2025,304537.1684939552
2026,182100.77655552316
2027,151270.2873339051
2028,158587.27520565747
2029,162795.71075699443
2030,270222.53479702794
2031,235597.51453797973
2032,232019.4871181718
2033,258447.24290231155
2034,161617.40615831024
2035,200279.75616953103
2036,193098.89172804743
2037,192717.35719422944
2038,256693.48091249776
