,Fireplaces,Exterior2nd,FireplaceQu,BldgType,MasVnrArea,GarageQual,EnclosedPorch,LotFrontage,GarageFinish,LotShape,Condition1,GarageYrBlt,LandContour,GarageCond,Fence,3SsnPorch,Exterior1st,LotConfig,Condition2,LandSlope,GarageCars,LotArea,Alley,GarageType,MSSubClass,GarageArea,MSZoning,Functional,HouseStyle,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OverallCond,OverallQual,PavedDrive,RoofMatl,SaleCondition,SaleType,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YrSold,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual
0,0,12.209319990627176,11.809111348693143,12.047492375931345,196.0,12.068509773371575,0,65.0,12.172484913113644,11.936181554436319,12.042901021279377,2003.0,12.022694964863316,12.070452659224184,12.058568247050042,0,12.205571964601395,12.001920861173616,12.02589398618774,12.020567375863404,12.083578306930498,8450,12.037665233128221,12.160666117016271,60,548.0,12.085837223829513,12.038500588521764,12.1823698338433,12.16338470372789,12.030107945432148,0,2,12.163266943767384,5,7,12.059870460810577,12.019219541031973,12.005047071618476,11.991084114862295,12.025521488904678,8,856.0,0,2003,2008,12.310981487349395,12.043063410172023,12.261385078570303,12.179756038284573,12.042601470186197,11.955709355646876,12.30139782846658,706,12.043722217705529,0,150,12.032072439830419,12.207416136921033,12.061066353161635,12.061413879871644,856,854,0,1710,1,0,2,1,3,1,12.22215724021604
1,1,11.862769821762287,12.186123087929154,12.047492375931345,0.0,12.068509773371575,0,80.0,12.172484913113644,11.936181554436319,11.820022411174994,1976.0,12.022694964863316,12.070452659224184,12.058568247050042,0,11.860246712592062,12.034592344432795,12.02589398618774,12.020567375863404,12.083578306930498,9600,12.037665233128221,12.160666117016271,20,460.0,12.085837223829513,12.038500588521764,11.993726475698164,11.89700563625391,12.030107945432148,0,5,12.330899413200678,8,6,12.059870460810577,12.019219541031973,12.005047071618476,11.991084114862295,12.025521488904678,6,1262.0,298,1976,2007,11.838096118561651,12.043063410172023,11.870222440963145,12.179756038284573,12.042601470186197,12.361389079017627,11.953461404817677,978,12.043722217705529,0,284,12.032072439830419,12.207416136921033,12.061066353161635,12.061413879871644,1262,0,0,1262,0,1,2,0,3,1,11.810738028109208
2,1,12.209319990627176,12.186123087929154,12.047492375931345,162.0,12.068509773371575,0,68.0,12.172484913113644,12.163209512989315,12.042901021279377,2001.0,12.022694964863316,12.070452659224184,12.058568247050042,0,12.205571964601395,12.001920861173616,12.02589398618774,12.020567375863404,12.083578306930498,11250,12.037665233128221,12.160666117016271,60,608.0,12.085837223829513,12.038500588521764,12.1823698338433,12.16338470372789,12.030107945432148,0,9,12.163266943767384,5,7,12.059870460810577,12.019219541031973,12.005047071618476,11.991084114862295,12.025521488904678,6,920.0,0,2001,2008,12.310981487349395,12.043063410172023,12.261385078570303,12.179756038284573,12.042601470186197,12.09424725174592,12.30139782846658,486,12.043722217705529,0,434,12.032072439830419,12.207416136921033,12.061066353161635,12.061413879871644,920,866,0,1786,1,0,2,1,3,1,12.22215724021604
3,1,11.895881483597025,12.25598483965116,12.047492375931345,0.0,12.068509773371575,272,60.0,11.8191630294286,12.163209512989315,12.042901021279377,1998.0,12.022694964863316,12.070452659224184,12.058568247050042,0,11.839331999239457,12.027433157521386,12.02589398618774,12.020567375863404,12.581149160153917,9550,12.037665233128221,11.765977640380578,70,642.0,12.085837223829513,12.038500588521764,12.1823698338433,11.89700563625391,12.030107945432148,0,2,12.20436764471083,5,7,12.059870460810577,12.019219541031973,11.79168180824514,11.991084114862295,12.025521488904678,7,756.0,0,1915,2006,11.838096118561651,12.043063410172023,11.724300765293506,11.811039863798058,12.218411018090183,11.955709355646876,11.953461404817677,216,12.043722217705529,0,540,12.032072439830419,11.910682585558249,12.061066353161635,12.061413879871644,961,756,0,1717,1,0,1,0,3,1,12.22215724021604
4,1,12.209319990627176,12.186123087929154,12.047492375931345,350.0,12.068509773371575,0,84.0,12.172484913113644,12.163209512989315,12.042901021279377,2000.0,12.022694964863316,12.070452659224184,12.058568247050042,0,12.205571964601395,12.034592344432795,12.02589398618774,12.020567375863404,12.581149160153917,14260,12.037665233128221,12.160666117016271,60,836.0,12.085837223829513,12.038500588521764,12.1823698338433,12.16338470372789,12.030107945432148,0,12,12.667972267040982,5,8,12.059870460810577,12.019219541031973,12.005047071618476,11.991084114862295,12.025521488904678,9,1145.0,192,2000,2008,12.310981487349395,12.043063410172023,12.261385078570303,12.179756038284573,12.042601470186197,12.157656717293353,12.30139782846658,655,12.043722217705529,0,490,12.032072439830419,12.207416136921033,12.061066353161635,12.061413879871644,1145,1053,0,2198,1,0,2,1,4,1,12.22215724021604
5,0,12.209319990627176,11.809111348693143,12.047492375931345,0.0,12.068509773371575,0,85.0,11.8191630294286,12.163209512989315,12.042901021279377,1993.0,12.022694964863316,12.070452659224184,11.851317695054096,320,12.205571964601395,12.001920861173616,12.02589398618774,12.020567375863404,12.083578306930498,14115,12.037665233128221,12.160666117016271,50,480.0,12.085837223829513,12.038500588521764,11.814463628463201,11.89700563625391,11.870734940156902,700,10,11.93452442503784,5,5,12.059870460810577,12.019219541031973,12.005047071618476,11.991084114862295,12.025521488904678,5,796.0,40,1993,2009,11.838096118561651,12.043063410172023,12.09419343624256,12.179756038284573,12.042601470186197,11.955709355646876,12.30139782846658,732,12.043722217705529,0,64,12.032072439830419,12.207416136921033,12.061066353161635,12.061413879871644,796,566,0,1362,1,0,1,1,1,1,11.810738028109208
6,1,12.209319990627176,12.25598483965116,12.047492375931345,186.0,12.068509773371575,0,75.0,12.172484913113644,11.936181554436319,12.042901021279377,2004.0,12.022694964863316,12.070452659224184,12.058568247050042,0,12.205571964601395,12.001920861173616,12.02589398618774,12.020567375863404,12.083578306930498,10084,12.037665233128221,12.160666117016271,20,636.0,12.085837223829513,12.038500588521764,11.993726475698164,12.42266145434347,12.030107945432148,0,8,12.295365697598308,5,8,12.059870460810577,12.019219541031973,12.005047071618476,11.991084114862295,12.025521488904678,7,1686.0,255,2004,2007,12.310981487349395,12.043063410172023,12.261385078570303,12.636689625115237,12.042601470186197,12.157656717293353,12.30139782846658,1369,12.043722217705529,0,317,12.032072439830419,12.207416136921033,12.061066353161635,12.061413879871644,1694,0,0,1694,1,0,2,0,3,1,12.22215724021604
7,2,11.975073203693286,12.186123087929154,12.047492375931345,240.0,12.068509773371575,228,69.30579531442663,12.172484913113644,12.163209512989315,12.232364481120337,1973.0,12.022694964863316,12.070452659224184,12.058568247050042,0,11.952072853181578,12.027433157521386,12.02589398618774,12.020567375863404,12.083578306930498,10382,12.037665233128221,12.160666117016271,60,484.0,12.085837223829513,12.038500588521764,12.1823698338433,12.42266145434347,11.870734940156902,350,11,12.130251045512363,6,7,12.059870460810577,12.019219541031973,12.005047071618476,11.991084114862295,12.025521488904678,7,1107.0,235,1973,2009,11.838096118561651,12.043063410172023,11.870222440963145,12.179756038284573,12.042601470186197,12.09424725174592,11.953461404817677,859,11.890145708743644,32,216,12.032072439830419,12.207416136921033,12.061066353161635,12.061413879871644,1107,983,0,2090,1,0,2,1,3,1,11.810738028109208
8,2,11.895881483597025,12.186123087929154,12.047492375931345,0.0,11.679050489861998,205,51.0,11.8191630294286,11.936181554436319,11.746081608382411,1931.0,12.022694964863316,12.070452659224184,12.058568247050042,0,12.086634695553467,12.001920861173616,12.02589398618774,12.020567375863404,12.083578306930498,6120,12.037665233128221,11.765977640380578,50,468.0,11.69383450480546,11.86422690281908,11.814463628463201,11.89700563625391,12.030107945432148,0,4,11.705710963377381,5,7,12.059870460810577,12.019219541031973,11.79168180824514,11.991084114862295,12.025521488904678,8,952.0,90,1931,2008,11.838096118561651,12.043063410172023,11.724300765293506,11.811039863798058,12.042601470186197,11.955709355646876,11.964145279423152,0,12.043722217705529,0,952,12.032072439830419,11.910682585558249,12.061066353161635,11.551285016384455,1022,752,0,1774,0,0,2,0,2,2,11.810738028109208
9,2,11.862769821762287,12.186123087929154,11.730029469788443,0.0,12.208898670810003,0,50.0,12.172484913113644,11.936181554436319,11.746081608382411,1939.0,12.022694964863316,12.070452659224184,12.058568247050042,0,11.860246712592062,12.027433157521386,11.586171545997505,12.020567375863404,11.732169192028373,7420,12.037665233128221,12.160666117016271,190,205.0,12.085837223829513,12.038500588521764,11.600709828380333,11.89700563625391,12.030107945432148,0,1,11.68406015803558,6,5,12.059870460810577,12.019219541031973,12.005047071618476,11.991084114862295,12.025521488904678,5,991.0,0,1939,2008,11.838096118561651,12.043063410172023,11.724300765293506,11.811039863798058,12.042601470186197,11.955709355646876,12.30139782846658,851,12.043722217705529,0,140,12.032072439830419,12.207416136921033,12.061066353161635,12.061413879871644,1077,0,0,1077,1,0,1,0,2,2,11.810738028109208
10,0,11.975073203693286,11.809111348693143,12.047492375931345,0.0,12.068509773371575,0,70.0,11.8191630294286,11.936181554436319,12.042901021279377,1965.0,12.022694964863316,12.070452659224184,12.058568247050042,0,11.952072853181578,12.001920861173616,12.02589398618774,12.020567375863404,11.732169192028373,11200,12.037665233128221,11.765977640380578,20,384.0,12.085837223829513,12.038500588521764,11.993726475698164,11.89700563625391,12.030107945432148,0,2,11.812039005148899,5,5,12.059870460810577,12.019219541031973,12.005047071618476,11.991084114862295,12.025521488904678,5,1040.0,0,1965,2008,11.838096118561651,12.043063410172023,11.870222440963145,11.811039863798058,12.042601470186197,11.955709355646876,11.853592817384268,906,12.043722217705529,0,134,12.032072439830419,12.207416136921033,12.061066353161635,12.061413879871644,1040,0,0,1040,1,0,1,0,3,1,11.810738028109208
11,2,11.895881483597025,12.25598483965116,12.047492375931345,286.0,12.068509773371575,0,85.0,12.320134279240394,12.163209512989315,12.042901021279377,2005.0,12.022694964863316,12.070452659224184,12.058568247050042,0,11.850137562533344,12.001920861173616,12.02589398618774,12.020567375863404,12.581149160153917,11924,12.037665233128221,12.371340566597999,60,736.0,12.085837223829513,12.038500588521764,12.1823698338433,12.42266145434347,12.030107945432148,0,7,12.615053101826355,5,9,12.059870460810577,12.019219541031973,12.444692877358099,12.456547546133434,12.025521488904678,11,1175.0,147,2005,2006,12.754874147606579,12.043063410172023,12.261385078570303,12.636689625115237,12.042601470186197,11.955709355646876,12.30139782846658,998,12.043722217705529,0,177,12.032072439830419,12.207416136921033,12.061066353161635,12.061413879871644,1182,1142,0,2324,1,0,3,0,4,1,12.628035054446265
12,0,11.994840927574664,11.809111348693143,12.047492375931345,0.0,12.068509773371575,0,69.30579531442663,11.8191630294286,12.312808174220185,12.042901021279377,1962.0,12.022694964863316,12.070452659224184,12.058568247050042,0,11.952072853181578,12.001920861173616,12.02589398618774,12.020567375863404,11.732169192028373,12968,12.037665233128221,11.765977640380578,20,352.0,12.085837223829513,12.038500588521764,11.993726475698164,11.89700563625391,12.030107945432148,0,9,11.812039005148899,6,5,12.059870460810577,12.019219541031973,12.005047071618476,11.991084114862295,12.025521488904678,4,912.0,140,1962,2008,11.838096118561651,12.043063410172023,11.870222440963145,11.811039863798058,12.042601470186197,11.955709355646876,11.953461404817677,737,12.043722217705529,0,175,12.032072439830419,11.816370555622166,12.061066353161635,12.061413879871644,912,0,0,912,1,0,1,0,2,1,11.810738028109208
13,1,12.209319990627176,12.25598483965116,12.047492375931345,306.0,12.068509773371575,0,91.0,12.172484913113644,12.163209512989315,12.042901021279377,2006.0,12.022694964863316,12.070452659224184,12.058568247050042,0,12.205571964601395,12.001920861173616,12.02589398618774,12.020567375863404,12.581149160153917,10652,12.037665233128221,12.160666117016271,20,840.0,12.085837223829513,12.038500588521764,11.993726475698164,12.42266145434347,12.030107945432148,0,8,12.163266943767384,5,7,12.059870460810577,12.019219541031973,12.444692877358099,12.456547546133434,12.025521488904678,7,1494.0,160,2006,2007,12.310981487349395,12.043063410172023,12.261385078570303,12.179756038284573,12.042601470186197,12.157656717293353,11.964145279423152,0,12.043722217705529,0,1494,12.032072439830419,12.207416136921033,12.061066353161635,12.061413879871644,1494,0,0,1494,0,0,2,0,3,1,12.22215724021604
14,1,11.862769821762287,12.008617953347828,12.047492375931345,212.0,12.068509773371575,176,69.30579531442663,12.172484913113644,12.163209512989315,12.042901021279377,1960.0,12.022694964863316,12.070452659224184,11.788259521973481,0,11.860246712592062,12.027433157521386,12.02589398618774,12.020567375863404,11.732169192028373,10920,12.037665233128221,12.160666117016271,20,352.0,12.085837223829513,12.038500588521764,11.993726475698164,12.16338470372789,12.030107945432148,0,5,11.868229061651157,5,6,12.059870460810577,12.019219541031973,12.005047071618476,11.991084114862295,12.025521488904678,5,1253.0,0,1960,2008,11.838096118561651,12.043063410172023,11.870222440963145,11.811039863798058,12.042601470186197,11.955709355646876,11.86827461085673,733,12.043722217705529,0,520,12.032072439830419,11.816370555622166,12.061066353161635,12.061413879871644,1253,0,0,1253,1,0,1,1,2,1,11.810738028109208
